Hydrogen,Oxigen,Nitrogen,Methane,CO,CO2,Ethylene,Ethane,Acethylene,DBDS,Power factor,Interfacial V,Dielectric rigidity,Water content,Health index,Life expectation,CO_H2_ratio,CH4_H2_ratio,C2H4_H2_ratio,C2H2_H2_ratio,H2_N2_ratio,O2_N2_ratio,H2_CO2_ratio,TransformerID,InstallationDate,MaintenanceSchedule,ReplacementHistory,MaintenanceID,MaintenanceType,MaintenanceDate,TransformerLoad,Temperature,Vibration,Humidity,Precipitation,Alerts,IncidentType,IncidentDetails,OperationID,OperatingTime,LoadCondition,PerformanceMetrics
0,24800,45700,0,81,514,0,0,0,203.0,1.47,45,55,5,48.2,17.9,0.0,0.0,0.0,0.0,0.0,0.5426695842450766,0.0,TX-4090,2009-10-19,2023-03-09,No major replacements,MNT-79067,Preventive Maintenance,2023-12-15,328.8817220198895,40.477381407402966,4.638404642570726,98.87606857792069,29.681475104295636,None,Storm,Severe weather affecting transformer,OP-5694,32.471549392822546,Normal Load,Performance stable with a load of 328.8817220198895 KW and temperature 40.477381407402966°C
0,22000,44900,0,122,856,8,0,0,136.0,0.63,41,52,7,48.2,17.9,0.0,0.0,0.0,0.0,0.0,0.48997772828507796,0.0,TX-5604,2000-09-21,2023-02-23,No major replacements,MNT-49365,Preventive Maintenance,2023-09-06,1883.6455778721759,50.55726237693837,2.639827073434345,35.91238970589281,29.43687368437113,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-8722,32.471549392822546,High Load,Performance stable with a load of 1883.6455778721759 KW and temperature 50.55726237693837°C
0,14300,65700,7,148,1960,3,13,0,0.0,0.41,37,51,2,48.2,31.1,0.0,0.0,0.0,0.0,0.0,0.2176560121765601,0.0,TX-4779,2012-07-19,2023-06-22,No major replacements,MNT-25050,Preventive Maintenance,2023-11-24,1959.165249439186,34.79262540494105,4.4624785250047765,39.419633155497344,33.47913743859603,None,None,No incidents,OP-8918,32.471549392822546,High Load,Performance stable with a load of 1959.165249439186 KW and temperature 34.79262540494105°C
18,17600,51700,4,231,1610,0,7,0,55.0,1.0,45,49,3,48.2,31.1,12.833333333333334,0.2222222222222222,0.0,0.0,0.0003481624758220503,0.3404255319148936,0.011180124223602485,TX-8179,2002-08-17,2021-04-30,No major replacements,MNT-64806,Preventive Maintenance,2023-10-23,1569.5251314827908,57.16402530440497,8.632399424918123,74.56317489926752,49.46048025319319,None,Flood,Flood occurred causing minor damage,OP-3611,32.471549392822546,High Load,Performance stable with a load of 1569.5251314827908 KW and temperature 57.16402530440497°C
11,1140,63900,7,540,2980,47,0,0,60.0,8.44,36,50,36,48.2,6.5,49.09090909090909,0.6363636363636364,4.2727272727272725,0.0,0.00017214397496087636,0.01784037558685446,0.003691275167785235,TX-5476,2003-04-22,2020-03-15,Replaced major components,MNT-51295,Emergency Maintenance,2020-04-23,939.9983197020168,43.44497516723621,2.320012281103633,82.39017476888266,3.746888722507596,None,None,No incidents,OP-9267,32.471549392822546,Normal Load,Performance stable with a load of 939.9983197020168 KW and temperature 43.44497516723621°C
16,7340,71000,5,548,3170,5,0,0,0.0,0.36,46,45,8,48.2,6.5,34.25,0.3125,0.3125,0.0,0.00022535211267605634,0.10338028169014085,0.005047318611987382,TX-8617,2008-09-28,2023-08-09,No major replacements,MNT-85702,Preventive Maintenance,2023-11-15,93.06943841579834,52.189087422236796,0.8473303548426037,43.017510732800595,13.623656897984326,None,None,No incidents,OP-5345,32.471549392822546,Normal Load,Performance stable with a load of 93.06943841579834 KW and temperature 52.189087422236796°C
12,461,54500,3,69,2150,3,8,0,161.0,0.28,41,57,7,48.2,6.5,5.75,0.25,0.25,0.0,0.00022018348623853212,0.008458715596330275,0.005581395348837209,TX-3980,2004-07-15,2020-01-30,No major replacements,MNT-43501,Preventive Maintenance,2020-12-13,1966.3939798468011,38.84341856252556,5.391551115215785,35.65215960741989,28.790997681890353,None,Flood,Flood occurred causing minor damage,OP-5307,32.471549392822546,High Load,Performance stable with a load of 1966.3939798468011 KW and temperature 38.84341856252556°C
4,624,44500,36,232,2580,3,54,0,169.0,1.16,42,56,8,48.1,6.5,58.0,9.0,0.75,0.0,8.988764044943821e-05,0.01402247191011236,0.0015503875968992248,TX-3818,2003-08-29,2023-11-22,No major replacements,MNT-77320,Preventive Maintenance,2023-12-12,1220.8129495664855,85.08544207592973,5.053497112833682,93.5421062625213,10.706540995551489,None,None,No incidents,OP-4158,32.450357107671124,Normal Load,Performance stable with a load of 1220.8129495664855 KW and temperature 85.08544207592973°C
114,2359,31861,2,144,707,0,0,0,0.0,1.0,42,75,28,47.9,31.3,1.263157894736842,0.017543859649122806,0.0,0.0,0.003578042120460751,0.07404036282602555,0.16124469589816123,TX-5915,2011-04-17,2022-10-26,No major replacements,MNT-13874,Preventive Maintenance,2023-01-06,1140.1762393689548,91.54564153779322,0.7655973623890011,37.0640644134897,48.278794039546334,High Temperature Alert,Storm,Severe weather affecting transformer,OP-4589,32.407840039356365,Normal Load,Performance stable with a load of 1140.1762393689548 KW and temperature 91.54564153779322°C
1450,13000,55800,157,278,3360,82,75,0,3.0,13.8,36,56,6,46.6,7.8,0.1917241379310345,0.10827586206896551,0.05655172413793103,0.0,0.025985663082437275,0.23297491039426524,0.43154761904761907,TX-2387,2010-10-09,2020-11-11,No major replacements,MNT-91096,Preventive Maintenance,2021-09-30,1827.3566604571733,68.752650132284,4.984952887981637,87.10841944597885,34.29679316792779,None,None,No incidents,OP-4943,32.12707510787403,High Load,Performance stable with a load of 1827.3566604571733 KW and temperature 68.752650132284°C
81,23790,64479,10,852,1371,0,0,0,5.0,0.06,47,74,4,45.3,18.8,10.518518518518519,0.12345679012345678,0.0,0.0,0.0012562229563113571,0.3689573349462616,0.05908096280087528,TX-8393,2005-02-07,2021-08-07,No major replacements,MNT-40401,Preventive Maintenance,2022-05-25,351.1842193061916,28.739436283582958,4.015321058330551,34.04319343974891,1.3430165395147298,None,Storm,Severe weather affecting transformer,OP-5382,31.83836583601064,Normal Load,Performance stable with a load of 351.1842193061916 KW and temperature 28.739436283582958°C
67,5940,41600,14,930,4030,0,5,0,5.0,0.15,43,50,2,40.0,32.0,13.880597014925373,0.208955223880597,0.0,0.0,0.0016105769230769231,0.14278846153846153,0.01662531017369727,TX-3541,2010-08-07,2020-11-10,No major replacements,MNT-20790,Preventive Maintenance,2023-10-14,595.3003290077338,41.236779040964386,0.25083734606870967,78.32688119125652,25.388523149622443,None,None,No incidents,OP-1774,30.56869666891827,Normal Load,Performance stable with a load of 595.3003290077338 KW and temperature 41.236779040964386°C
1230,239,71300,61,576,11300,28,24,0,0.0,0.95,34,53,12,38.6,32.0,0.4682926829268293,0.04959349593495935,0.022764227642276424,0.0,0.017251051893408136,0.0033520336605890604,0.1088495575221239,TX-7385,2011-03-26,2022-08-28,No major replacements,MNT-96168,Preventive Maintenance,2023-11-30,1941.7462707068505,99.85530153424988,6.60783786842379,36.69903251882524,36.388605177373265,High Temperature Alert,None,No incidents,OP-4339,30.205154039906528,High Load,Performance stable with a load of 1941.7462707068505 KW and temperature 99.85530153424988°C
54,1690,27100,8,554,3990,0,3,0,5.0,0.19,45,56,2,38.4,32.0,10.25925925925926,0.14814814814814814,0.0,0.0,0.001992619926199262,0.062361623616236164,0.013533834586466165,TX-1183,2004-01-26,2020-11-14,No major replacements,MNT-34034,Preventive Maintenance,2023-02-20,908.0498009878733,60.30032612960927,3.6851657951491856,63.210330942446895,35.79689129177704,None,None,No incidents,OP-2990,30.152145704425877,Normal Load,Performance stable with a load of 908.0498009878733 KW and temperature 60.30032612960927°C
44,1735,41280,1,133,520,0,0,0,0.0,1.0,45,74,24,38.3,32.0,3.022727272727273,0.022727272727272728,0.0,0.0,0.001065891472868217,0.04203003875968992,0.08461538461538462,TX-8147,2004-09-06,2020-06-29,No major replacements,MNT-32740,Preventive Maintenance,2022-03-25,1534.41235008739,75.53970195357142,9.750999518613922,54.201136472203366,10.191394924691505,None,Storm,Severe weather affecting transformer,OP-2897,30.1255379145577,High Load,Performance stable with a load of 1534.41235008739 KW and temperature 75.53970195357142°C
37,623,20300,21,888,3690,10,10,0,5.0,0.14,44,55,3,38.3,32.1,24.0,0.5675675675675675,0.2702702702702703,0.0,0.0018226600985221675,0.030689655172413795,0.01002710027100271,TX-6321,2014-09-23,2020-11-12,No major replacements,MNT-20695,Preventive Maintenance,2023-03-27,424.2694227263002,39.394085767542535,1.230293690715446,56.83224450612293,44.32506180376695,None,None,No incidents,OP-2729,30.1255379145577,Normal Load,Performance stable with a load of 424.2694227263002 KW and temperature 39.394085767542535°C
24,35700,85300,5,361,1570,0,0,0,0.0,0.09,40,55,7,38.3,32.0,15.041666666666666,0.20833333333333334,0.0,0.0,0.0002813599062133646,0.41852286049237986,0.015286624203821656,TX-2405,2011-04-25,2022-11-20,No major replacements,MNT-60028,Preventive Maintenance,2023-12-25,989.1090692840162,99.94789932494471,7.846747056752798,88.32822779130042,21.992482902492117,High Temperature Alert,None,No incidents,OP-8810,30.1255379145577,Normal Load,Performance stable with a load of 989.1090692840162 KW and temperature 99.94789932494471°C
24,1330,70800,12,771,2960,3,4,0,2.0,0.12,44,50,4,38.3,19.0,32.125,0.5,0.125,0.0,0.00033898305084745765,0.018785310734463278,0.008108108108108109,TX-1068,2003-10-02,2023-05-18,No major replacements,MNT-15225,Preventive Maintenance,2023-11-28,950.9312966802619,92.62692329902046,0.524128986268726,36.85979083086159,3.1972912368591677,High Temperature Alert,None,No incidents,OP-4964,30.1255379145577,Normal Load,Performance stable with a load of 950.9312966802619 KW and temperature 92.62692329902046°C
22,2820,53100,3,770,2390,3,0,0,11.0,0.37,43,43,5,38.3,19.0,35.0,0.13636363636363635,0.13636363636363635,0.0,0.00041431261770244823,0.05310734463276836,0.009205020920502092,TX-7411,2001-10-31,2022-01-23,No major replacements,MNT-23809,Preventive Maintenance,2022-02-24,288.43382440417804,28.26319971029629,8.581054880063393,64.81998858175623,26.176555979235687,None,Flood,Flood occurred causing minor damage,OP-4294,30.1255379145577,Normal Load,Performance stable with a load of 288.43382440417804 KW and temperature 28.26319971029629°C
20,2170,21300,6,307,1960,0,0,0,1.0,1.02,46,52,4,38.3,19.0,15.35,0.3,0.0,0.0,0.0009389671361502347,0.10187793427230046,0.01020408163265306,TX-3407,2006-09-20,2020-03-24,No major replacements,MNT-90397,Preventive Maintenance,2020-09-04,1749.700042743617,44.19229064235283,5.02822271559002,22.55660875646699,38.59022065683335,None,None,No incidents,OP-6907,30.1255379145577,High Load,Performance stable with a load of 1749.700042743617 KW and temperature 44.19229064235283°C
19,618,20200,15,184,586,2,4,0,0.0,0.36,47,47,3,38.3,19.1,9.68421052631579,0.7894736842105263,0.10526315789473684,0.0,0.0009405940594059406,0.030594059405940593,0.032423208191126277,TX-5871,2000-07-24,2023-04-10,No major replacements,MNT-67634,Preventive Maintenance,2023-07-21,1117.4898623063264,67.36925566413117,9.551860588438057,31.741581015704135,34.60245770292247,None,Flood,Flood occurred causing minor damage,OP-9801,30.1255379145577,Normal Load,Performance stable with a load of 1117.4898623063264 KW and temperature 67.36925566413117°C
8,10600,61600,23,226,4390,0,5,0,5.0,0.13,45,52,2,38.3,32.0,28.25,2.875,0.0,0.0,0.00012987012987012987,0.17207792207792208,0.0018223234624145787,TX-3224,2005-12-30,2021-11-15,No major replacements,MNT-39438,Preventive Maintenance,2023-01-13,1946.277309458577,78.58238824939173,0.6830923535623978,31.112990515532204,21.092909947971116,None,None,No incidents,OP-3795,30.1255379145577,High Load,Performance stable with a load of 1946.277309458577 KW and temperature 78.58238824939173°C
8,8710,71900,21,230,5050,0,4,0,10.0,0.2,43,55,3,38.3,19.1,28.75,2.625,0.0,0.0,0.00011126564673157163,0.12114047287899861,0.0015841584158415843,TX-1097,2008-11-14,2020-05-27,No major replacements,MNT-65225,Preventive Maintenance,2021-07-17,1675.3324703269604,22.92168821907711,1.6964187607036663,63.83314481211583,41.91817893290761,None,None,No incidents,OP-6263,30.1255379145577,High Load,Performance stable with a load of 1675.3324703269604 KW and temperature 22.92168821907711°C
7,4973,56032,21,200,4782,0,2,0,10.0,0.21,38,66,5,38.3,32.0,28.571428571428573,3.0,0.0,0.0,0.00012492861222158767,0.0887528555111365,0.0014638226683396068,TX-5703,2009-11-29,2020-07-07,No major replacements,MNT-32633,Preventive Maintenance,2021-05-15,306.58969424646915,72.70982958382041,9.6636771502615,38.99459010674357,5.809535006154648,None,None,No incidents,OP-4664,30.1255379145577,Normal Load,Performance stable with a load of 306.58969424646915 KW and temperature 72.70982958382041°C
10,3350,51100,2,678,2360,0,0,0,5.0,0.24,44,56,4,38.3,19.0,67.8,0.2,0.0,0.0,0.00019569471624266145,0.06555772994129158,0.00423728813559322,TX-7963,2005-03-07,2023-04-24,No major replacements,MNT-86909,Preventive Maintenance,2023-12-20,1546.0556369064366,38.620147114948296,0.48923663265294626,22.310683857622884,10.295729093152111,None,None,No incidents,OP-8336,30.1255379145577,High Load,Performance stable with a load of 1546.0556369064366 KW and temperature 38.620147114948296°C
9,909,32800,16,279,2820,0,3,0,5.0,0.12,45,49,3,38.3,32.0,31.0,1.7777777777777777,0.0,0.0,0.00027439024390243905,0.027713414634146342,0.0031914893617021275,TX-6634,2006-06-13,2022-12-22,No major replacements,MNT-20355,Preventive Maintenance,2023-02-27,1493.855395888428,50.23914296560641,0.18361399484686514,71.63805908038788,10.558355493182937,None,None,No incidents,OP-5394,30.1255379145577,Normal Load,Performance stable with a load of 1493.855395888428 KW and temperature 50.23914296560641°C
7,8220,55800,18,236,2730,0,4,0,5.0,0.08,54,52,2,38.3,32.0,33.714285714285715,2.5714285714285716,0.0,0.0,0.00012544802867383513,0.14731182795698924,0.002564102564102564,TX-3968,2004-06-11,2023-10-21,No major replacements,MNT-14072,Preventive Maintenance,2023-12-30,950.5372996887351,61.86961699837414,4.1064917958596325,36.42594101607774,49.52193747152441,None,None,No incidents,OP-1036,30.1255379145577,Normal Load,Performance stable with a load of 950.5372996887351 KW and temperature 61.86961699837414°C
7,647,16900,8,152,528,0,0,0,5.0,0.11,45,47,3,38.3,19.1,21.714285714285715,1.1428571428571428,0.0,0.0,0.0004142011834319527,0.038284023668639054,0.013257575757575758,TX-1940,2004-07-10,2023-07-17,No major replacements,MNT-16959,Preventive Maintenance,2023-09-22,1034.4745727471543,40.1890514918245,7.395596554926622,44.46497971335386,33.71215977500797,None,None,No incidents,OP-6982,30.1255379145577,Normal Load,Performance stable with a load of 1034.4745727471543 KW and temperature 40.1890514918245°C
7,1430,15400,4,221,268,0,0,0,5.0,1.58,46,48,2,38.3,32.0,31.571428571428573,0.5714285714285714,0.0,0.0,0.00045454545454545455,0.09285714285714286,0.026119402985074626,TX-3267,2013-08-30,2023-08-03,No major replacements,MNT-54477,Preventive Maintenance,2023-11-04,1557.7637462778762,84.89565534649395,8.029850828782156,41.530601346389645,8.378348552876352,None,None,No incidents,OP-2245,30.1255379145577,High Load,Performance stable with a load of 1557.7637462778762 KW and temperature 84.89565534649395°C
7,2630,58800,2,784,1410,0,0,0,5.0,0.26,40,46,2,38.3,32.0,112.0,0.2857142857142857,0.0,0.0,0.00011904761904761905,0.044727891156462585,0.004964539007092199,TX-9095,2010-04-08,2023-08-30,No major replacements,MNT-17398,Preventive Maintenance,2023-12-18,1832.953003462266,41.19727615007988,4.745031528790956,57.429615981141396,29.673307751367794,None,None,No incidents,OP-8036,30.1255379145577,High Load,Performance stable with a load of 1832.953003462266 KW and temperature 41.19727615007988°C
7,4520,22800,2,157,1080,0,0,0,5.0,1.55,46,49,7,38.3,6.5,22.428571428571427,0.2857142857142857,0.0,0.0,0.00030701754385964913,0.19824561403508772,0.006481481481481481,TX-4167,2001-02-16,2021-04-07,No major replacements,MNT-39791,Preventive Maintenance,2023-09-16,503.60006258346465,58.24268369051127,0.9644931405975476,68.71558096199946,37.734097584043056,None,Storm,Severe weather affecting transformer,OP-6339,30.1255379145577,Normal Load,Performance stable with a load of 503.60006258346465 KW and temperature 58.24268369051127°C
6,8510,64300,13,291,2050,9,0,0,1.0,0.72,41,50,5,38.3,19.0,48.5,2.1666666666666665,1.5,0.0,9.331259720062209e-05,0.132348367029549,0.002926829268292683,TX-8247,2010-11-05,2023-08-29,No major replacements,MNT-63255,Preventive Maintenance,2023-11-16,1288.6992243787624,72.49651832807223,4.84830786619832,33.32967881978119,37.44414828812401,None,None,No incidents,OP-4069,30.1255379145577,Normal Load,Performance stable with a load of 1288.6992243787624 KW and temperature 72.49651832807223°C
6,13300,36900,0,411,4160,0,0,0,0.0,1.0,41,52,55,38.3,32.0,68.5,0.0,0.0,0.0,0.00016260162601626016,0.3604336043360434,0.0014423076923076924,TX-3487,2011-09-17,2020-06-18,No major replacements,MNT-54758,Preventive Maintenance,2022-04-26,1541.3558011237546,60.84751472290988,0.11014257977692621,26.051945505853425,35.738504186673644,None,None,No incidents,OP-1498,30.1255379145577,High Load,Performance stable with a load of 1541.3558011237546 KW and temperature 60.84751472290988°C
6,6080,40900,5,893,2640,0,0,0,0.0,1.0,33,55,12,38.3,32.0,148.83333333333334,0.8333333333333334,0.0,0.0,0.0001466992665036675,0.14865525672371638,0.0022727272727272726,TX-4991,2014-09-18,2020-02-02,No major replacements,MNT-59429,Preventive Maintenance,2023-12-09,1651.763953790728,37.08418397678639,8.040959452816551,28.359153169175713,16.268754593137352,None,Storm,Severe weather affecting transformer,OP-7054,30.1255379145577,High Load,Performance stable with a load of 1651.763953790728 KW and temperature 37.08418397678639°C
5,12300,70900,17,269,1880,3,5,0,5.0,0.12,45,48,2,38.3,32.0,53.8,3.4,0.6,0.0,7.052186177715091e-05,0.17348377997179126,0.0026595744680851063,TX-1395,2014-11-15,2020-11-28,No major replacements,MNT-53501,Preventive Maintenance,2023-03-15,356.8564763580249,53.73992750326476,8.897555448378977,97.38444722312288,8.275814285847632,None,Storm,Severe weather affecting transformer,OP-4636,30.1255379145577,Normal Load,Performance stable with a load of 356.8564763580249 KW and temperature 53.73992750326476°C
5,12500,48400,3,534,3010,3,0,0,1.0,1.0,45,62,3,38.3,32.0,106.8,0.6,0.6,0.0,0.00010330578512396694,0.25826446280991733,0.0016611295681063123,TX-9411,2006-12-16,2021-01-22,No major replacements,MNT-50706,Preventive Maintenance,2022-06-30,253.84490323076696,55.48222695788104,8.22595161844772,72.18165818549888,14.732057303232581,None,None,No incidents,OP-3939,30.1255379145577,Normal Load,Performance stable with a load of 253.84490323076696 KW and temperature 55.48222695788104°C
5,3686,57725,5,158,4331,6,1,0,5.0,1.41,39,49,19,38.3,6.5,31.6,1.0,1.2,0.0,8.661758336942399e-05,0.06385448245993937,0.0011544677903486493,TX-1147,2012-09-10,2023-03-14,No major replacements,MNT-94664,Preventive Maintenance,2023-04-16,1044.3980178047461,93.50982042061311,5.537861242489711,91.69219315320558,15.92990157309837,High Temperature Alert,None,No incidents,OP-1939,30.1255379145577,Normal Load,Performance stable with a load of 1044.3980178047461 KW and temperature 93.50982042061311°C
5,15000,44400,0,230,399,0,0,0,0.0,0.71,48,57,4,38.3,6.5,46.0,0.0,0.0,0.0,0.00011261261261261261,0.33783783783783783,0.012531328320802004,TX-8324,2003-01-16,2022-07-30,No major replacements,MNT-22652,Preventive Maintenance,2023-12-02,331.50824384980916,95.16495251108675,1.0446423232388202,74.2146781075139,17.285667912829677,High Temperature Alert,None,No incidents,OP-4231,30.1255379145577,Normal Load,Performance stable with a load of 331.50824384980916 KW and temperature 95.16495251108675°C
4,279,20000,8,285,4230,0,4,0,2.0,0.22,44,55,3,38.3,19.0,71.25,2.0,0.0,0.0,0.0002,0.01395,0.0009456264775413711,TX-4453,2014-12-08,2022-09-12,No major replacements,MNT-12273,Preventive Maintenance,2023-04-25,419.9138574076395,32.73307982983917,7.840860083528007,63.36878139608349,1.2042096943492842,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-5093,30.1255379145577,Normal Load,Performance stable with a load of 419.9138574076395 KW and temperature 32.73307982983917°C
4,13600,37500,3,443,5890,0,7,0,0.0,1.0,34,55,77,38.3,32.0,110.75,0.75,0.0,0.0,0.00010666666666666667,0.3626666666666667,0.0006791171477079797,TX-7178,2001-06-07,2022-07-27,No major replacements,MNT-93159,Preventive Maintenance,2023-04-21,638.8313400301374,80.98458503681248,3.3437366246581703,27.043646546199795,17.77654390352945,None,Storm,Severe weather affecting transformer,OP-5536,30.1255379145577,Normal Load,Performance stable with a load of 638.8313400301374 KW and temperature 80.98458503681248°C
4,17000,56700,1,408,936,0,0,0,5.0,0.54,47,48,5,38.3,19.0,102.0,0.25,0.0,0.0,7.054673721340387e-05,0.2998236331569665,0.004273504273504274,TX-6432,2012-09-08,2020-11-10,No major replacements,MNT-51176,Preventive Maintenance,2022-09-16,1981.432664820505,28.873082381718653,5.580664292084334,84.68811645187223,17.00767630054611,None,Lightning Strike,Lightning Strike occurred causing minor damage,OP-4526,30.1255379145577,High Load,Performance stable with a load of 1981.432664820505 KW and temperature 28.873082381718653°C
3,20500,44000,0,35,290,0,0,0,1.0,1.0,47,48,5,38.3,32.0,11.666666666666666,0.0,0.0,0.0,6.818181818181818e-05,0.4659090909090909,0.010344827586206896,TX-7132,2009-07-21,2020-01-24,No major replacements,MNT-69116,Preventive Maintenance,2023-08-03,957.318679593614,55.89917316678441,1.8965994361314786,51.48380664853107,14.939273979143369,None,None,No incidents,OP-7190,30.1255379145577,Normal Load,Performance stable with a load of 957.318679593614 KW and temperature 55.89917316678441°C
3,17400,56700,3,362,2230,4,0,0,1.0,1.02,44,48,3,38.3,32.0,120.66666666666667,1.0,1.3333333333333333,0.0,5.291005291005291e-05,0.30687830687830686,0.0013452914798206279,TX-8988,2004-04-28,2021-06-04,No major replacements,MNT-21060,Preventive Maintenance,2022-06-11,496.6600166414808,98.74274934862055,1.9195563648272262,62.044518213868116,12.47415338000135,High Temperature Alert,None,No incidents,OP-6687,30.1255379145577,Normal Load,Performance stable with a load of 496.6600166414808 KW and temperature 98.74274934862055°C
3,2020,59600,6,1070,2950,0,0,0,5.0,0.39,42,51,3,38.3,32.0,356.6666666666667,2.0,0.0,0.0,5.0335570469798656e-05,0.03389261744966443,0.001016949152542373,TX-3757,2000-06-29,2021-02-25,No major replacements,MNT-12771,Preventive Maintenance,2022-01-18,1017.6769821690598,22.187584508463747,9.670091450639195,47.914073362732054,25.74860061957959,None,None,No incidents,OP-8284,30.1255379145577,Normal Load,Performance stable with a load of 1017.6769821690598 KW and temperature 22.187584508463747°C
3,22900,48000,0,201,2320,5,0,0,3.0,0.1,45,51,4,38.3,19.0,67.0,0.0,1.6666666666666667,0.0,6.25e-05,0.47708333333333336,0.001293103448275862,TX-9766,2014-12-05,2022-06-28,No major replacements,MNT-89851,Preventive Maintenance,2023-12-02,104.33441359692935,40.27551288609668,8.52565253517086,68.03671351804024,21.093429415342463,None,None,No incidents,OP-1331,30.1255379145577,Normal Load,Performance stable with a load of 104.33441359692935 KW and temperature 40.27551288609668°C
3,23700,49800,0,202,3290,8,0,0,2.0,0.1,46,56,4,38.3,19.0,67.33333333333333,0.0,2.6666666666666665,0.0,6.0240963855421684e-05,0.4759036144578313,0.000911854103343465,TX-6838,2001-03-13,2021-09-14,No major replacements,MNT-28837,Preventive Maintenance,2022-07-13,768.7568039698368,92.29046793524394,5.113269761818987,90.33633196432115,20.764610056305834,High Temperature Alert,Flood,Flood occurred causing minor damage,OP-4178,30.1255379145577,Normal Load,Performance stable with a load of 768.7568039698368 KW and temperature 92.29046793524394°C
3,21700,43200,0,129,1530,0,0,0,1.0,1.59,35,54,21,38.3,6.2,43.0,0.0,0.0,0.0,6.944444444444444e-05,0.5023148148148148,0.00196078431372549,TX-4121,2003-07-07,2020-03-24,No major replacements,MNT-26579,Preventive Maintenance,2022-09-26,1267.765647588089,82.00835756989682,2.7386955155711066,24.936200699734947,36.363216549271975,None,Storm,Severe weather affecting transformer,OP-2156,30.1255379145577,Normal Load,Performance stable with a load of 1267.765647588089 KW and temperature 82.00835756989682°C
3,19500,42800,0,209,2650,30,0,0,0.0,0.78,40,43,23,38.3,6.1,69.66666666666667,0.0,10.0,0.0,7.009345794392523e-05,0.45560747663551404,0.0011320754716981133,TX-3390,2010-11-09,2021-06-03,Replaced major components,MNT-35316,Emergency Maintenance,2023-08-01,387.6940240501235,84.28055828925875,3.650386162356055,30.038228542980807,38.257860093347354,None,None,No incidents,OP-8067,30.1255379145577,Normal Load,Performance stable with a load of 387.6940240501235 KW and temperature 84.28055828925875°C
3,18400,45000,0,128,1700,28,0,0,5.0,1.7,35,55,12,38.3,6.5,42.666666666666664,0.0,9.333333333333334,0.0,6.666666666666667e-05,0.4088888888888889,0.0017647058823529412,TX-6143,2005-01-16,2021-07-28,Replaced major components,MNT-60650,Emergency Maintenance,2022-03-26,1634.6487090801618,68.626718584517,4.993912409258972,66.61508307698084,38.42488858666918,None,None,No incidents,OP-8491,30.1255379145577,High Load,Performance stable with a load of 1634.6487090801618 KW and temperature 68.626718584517°C
3,14900,56700,0,163,458,0,0,0,0.0,0.13,44,50,3,38.3,19.0,54.333333333333336,0.0,0.0,0.0,5.291005291005291e-05,0.26278659611992944,0.006550218340611353,TX-4277,2002-02-11,2022-05-30,No major replacements,MNT-22305,Preventive Maintenance,2022-08-07,128.121759075223,98.6684338583166,5.2668408598346685,97.19538946981369,21.23856225420703,High Temperature Alert,None,No incidents,OP-4632,30.1255379145577,Normal Load,Performance stable with a load of 128.121759075223 KW and temperature 98.6684338583166°C
3,12000,35800,0,195,283,0,0,0,0.0,0.59,48,55,4,38.3,19.0,65.0,0.0,0.0,0.0,8.379888268156425e-05,0.33519553072625696,0.01060070671378092,TX-2548,2010-07-26,2020-11-11,No major replacements,MNT-76198,Preventive Maintenance,2022-08-04,69.32092877353358,94.05401572408859,8.89770645459431,29.85089381501887,25.825031897746193,High Temperature Alert,None,No incidents,OP-5905,30.1255379145577,Normal Load,Performance stable with a load of 69.32092877353358 KW and temperature 94.05401572408859°C
2,24978,76582,2,19,498,0,0,0,0.0,1.0,48,55,4,38.3,32.0,9.5,1.0,0.0,0.0,2.611579744587501e-05,0.326160194301533,0.004016064257028112,TX-5548,2010-10-15,2023-12-23,No major replacements,MNT-40963,Preventive Maintenance,2023-12-28,993.0966286642353,67.76792587840532,3.69371141776474,75.3277479155828,30.87373316054996,None,Storm,Severe weather affecting transformer,OP-2830,30.1255379145577,Normal Load,Performance stable with a load of 993.0966286642353 KW and temperature 67.76792587840532°C
2,15900,51300,4,359,2250,0,0,0,0.0,0.23,43,49,3,38.3,19.0,179.5,2.0,0.0,0.0,3.898635477582846e-05,0.30994152046783624,0.0008888888888888889,TX-1873,2011-04-06,2023-03-18,No major replacements,MNT-38573,Preventive Maintenance,2023-11-24,889.4723225706847,40.5089374632429,5.074402266832193,60.52546264983711,44.93919265871687,None,None,No incidents,OP-5954,30.1255379145577,Normal Load,Performance stable with a load of 889.4723225706847 KW and temperature 40.5089374632429°C
2,24800,54600,3,216,3260,9,0,0,4.0,0.08,46,54,6,38.3,19.0,108.0,1.5,4.5,0.0,3.663003663003663e-05,0.4542124542124542,0.0006134969325153375,TX-3551,2008-06-02,2022-10-12,Replaced major components,MNT-76864,Emergency Maintenance,2022-10-12,681.3144571935502,73.50558220242532,7.141532226531035,21.837805132148056,44.879004194753506,None,Storm,Severe weather affecting transformer,OP-8768,30.1255379145577,Normal Load,Performance stable with a load of 681.3144571935502 KW and temperature 73.50558220242532°C
